model,params,text,sentence,condition,log_prob,num_tokens,identified_token,surprisal,final_word
curie,6700000000,False,Good Friday commemorates the Last Supper that Jesus had with his twelve disciples.,E,-0.45981082,1, disciples,0.45981082, disciples
curie,6700000000,False,Hal wrote her a love letter.,E,-0.34659168,1, letter,0.34659168, letter
curie,6700000000,False,"He asked if I'd join him in a bowl of soup, but I told him we didn't have enough change.",S,-8.680913,1, change,8.680913, change
curie,6700000000,False,"He asked if I'd join him in a bowl of soup, but I told him we didn't have enough room.",J,-4.578979,1, room,4.578979, room
curie,6700000000,False,He drank so much that he eventually became a beverage.,J,-9.255101,1, beverage,9.255101, beverage
curie,6700000000,False,He drank so much that he eventually became a lush.,S,-4.5219045,1, lush,4.5219045, lush
curie,6700000000,False,He got a medal for bravery on the beach when he rescued a girl from a lifeguard.,J,-7.8611422,2, lifeguard,7.8611422, lifeguard
curie,6700000000,False,He got a medal for bravery on the beach when he rescued a girl from a shipwreck.,S,-4.89737768,2, shipwreck,4.89737768, shipwreck
curie,6700000000,False,He hung her coat in the closet.,E,-0.7196761,1, closet,0.7196761, closet
curie,6700000000,False,He is at the age when all the numbers in his little black book belong to doctors.,J,-10.591747,1, doctors,10.591747, doctors
curie,6700000000,False,He is at the age when all the numbers in his little black book belong to friends.,S,-7.567167,1, friends,7.567167, friends
curie,6700000000,False,"He is probably the best boxer in the country, but he always loses in the city.",J,-9.759494,1, city,9.759494, city
curie,6700000000,False,"He is probably the best boxer in the country, but he always loses in the competition.",S,-8.250998,1, competition,8.250998, competition
curie,6700000000,False,He likes to make things around the house; this week it's the maid.,J,-10.612493,1, maid,10.612493, maid
curie,6700000000,False,He likes to make things around the house; this week it's the shelves.,S,-5.0523562,1, shelves,5.0523562, shelves
curie,6700000000,False,"He owns stock in a company that pays quarterly dividends, so every three months they send him a quarter.",J,-7.071014,1, quarter,7.071014, quarter
curie,6700000000,False,"He owns stock in a company that pays quarterly dividends, so every three months they send him a statement.",S,-2.8784902,1, statement,2.8784902, statement
curie,6700000000,False,He says he doesn't like to drink because it makes him feel happy.,J,-6.704707,1, happy,6.704707, happy
curie,6700000000,False,He says he doesn't like to drink because it makes him feel sad.,S,-4.579192,1, sad,4.579192, sad
curie,6700000000,False,He spilled some of the quart of oil onto the engine because he didn't have a funnel.,E,-0.9603462,1, funnel,0.9603462, funnel
curie,6700000000,False,"He thought that he could turn from Grant onto Prince, but the two streets are parallel.",E,-4.4314013,1, parallel,4.4314013, parallel
curie,6700000000,False,"He told her he wasn't himself, and she said she'd noticed the improvement.",J,-8.078402,1, improvement,8.078402, improvement
curie,6700000000,False,"He told her he wasn't himself, and she said she'd noticed the problem.",S,-6.4243155,1, problem,6.4243155, problem
curie,6700000000,False,"He told me he just bought a set of balloon tires, and I told him I didn't even know he owned a balloon.",J,-3.264911,1, balloon,3.264911, balloon
curie,6700000000,False,"He told me he just bought a set of balloon tires, and I told him I didn't even know he owned a truck.",S,-3.7093098,1, truck,3.7093098, truck
curie,6700000000,False,"He told me he's not broke, just badly bent.",J,-5.19214,1, bent,5.19214, bent
curie,6700000000,False,"He told me he's not broke, just badly off.",S,-6.7014527,1, off,6.7014527, off
curie,6700000000,False,He was teaching his girlfriend how to swim when the lifeguard made them move to the lake.,J,-5.7791615,1, lake,5.7791615, lake
curie,6700000000,False,He was teaching his girlfriend how to swim when the lifeguard made them move to the shallows.,S,-5.1367993,2, shallows,5.1367993, shallows
curie,6700000000,False,He wondered if the storm had done much damage.,E,-0.27104586,1, damage,0.27104586, damage
curie,6700000000,False,"He's never given a girl a present, but he did give a few a pretty good reputation.",J,-7.078226,1, reputation,7.078226, reputation
curie,6700000000,False,"He's never given a girl a present, but he did give a few a pretty good surprise.",S,-7.018809,1, surprise,7.018809, surprise
curie,6700000000,False,He's planning an extended vacation: he hopes to spend three weeks on his couch.,J,-5.0894685,1, couch,5.0894685, couch
curie,6700000000,False,He's planning an extended vacation: he hopes to spend three weeks on his sailboat.,S,-4.531007697,2, sailboat,4.531007697, sailboat
curie,6700000000,False,Her press agent was operated on for an ingrown beeper.,J,-15.9077313,2, beeper,15.9077313, beeper
curie,6700000000,False,Her press agent was operated on for an ingrown eyelash.,S,-6.285803,2, eyelash,6.285803, eyelash
curie,6700000000,False,His doctor recommended he stay flat on his back ever since he was hit by a motorist.,S,-7.6698792,2, motorist,7.6698792, motorist
curie,6700000000,False,His doctor recommended he stay flat on his back ever since he was hit by a steamroller.,J,-9.8427155,2, steamroller,9.8427155, steamroller
curie,6700000000,False,His job was to keep the sidewalk clean.,E,-1.4725739,1, clean,1.4725739, clean
curie,6700000000,False,His sandwich came with chips and a dill pickle.,E,-0.024693635,2, pickle,0.024693635, pickle
curie,6700000000,False,His wife sued for divorce and asked for custody of the cash.,J,-11.122737,1, cash,11.122737, cash
curie,6700000000,False,His wife sued for divorce and asked for custody of the cat.,S,-8.830497,1, cat,8.830497, cat
curie,6700000000,False,"I appreciate the more expensive things in life: diamonds, caviar, and champagne.",S,-3.461433,1, champagne,3.461433, champagne
curie,6700000000,False,"I appreciate the more expensive things in life: diamonds, caviar, and postage.",J,-10.041852,1, postage,10.041852, postage
curie,6700000000,False,"I asked him if he started out as an editor, and he said that years ago he used to be a boy.",J,-8.089664,1, boy,8.089664, boy
curie,6700000000,False,"I asked him if he started out as an editor, and he said that years ago he used to be a journalist.",S,-3.2718585,1, journalist,3.2718585, journalist
curie,6700000000,False,"I asked the florist what I should give to my girlfriend, and he suggested his address.",J,-8.72693,1, address,8.72693, address
curie,6700000000,False,"I asked the florist what I should give to my girlfriend, and he suggested his tulips.",S,-8.59133456,2, tulips,8.59133456, tulips
curie,6700000000,False,"I asked the woman at the party if she remembered me from last year, and she said she never forgets a dress.",J,-7.780449,1, dress,7.780449, dress
curie,6700000000,False,"I asked the woman at the party if she remembered me from last year, and she said she never forgets a name.",S,-4.6905313,1, name,4.6905313, name
curie,6700000000,False,"I can walk on water, but I stagger on alcohol.",J,-5.4137354,1, alcohol,5.4137354, alcohol
curie,6700000000,False,"I can walk on water, but I stagger on concrete.",S,-5.646365,1, concrete,5.646365, concrete
curie,6700000000,False,"I decided to start saving for a rainy day, so I went to a savings and loan and deposited my pay.",S,-2.129979,1, pay,2.129979, pay
curie,6700000000,False,"I decided to start saving for a rainy day, so I went to a savings and loan and deposited my umbrella.",J,-10.557757,1, umbrella,10.557757, umbrella
curie,6700000000,False,"I got a car for my wife, and I thought it was a good choice.",S,-5.8626556,1, choice,5.8626556, choice
curie,6700000000,False,"I got a car for my wife, and I thought it was a good trade.",J,-5.447848,1, trade,5.447848, trade
curie,6700000000,False,"I hope this train stops at Grand Central because if it doesn't, there will be a crash.",J,-5.356643,1, crash,5.356643, crash
curie,6700000000,False,"I hope this train stops at Grand Central because if it doesn't, there will be a delay.",S,-5.712257,1, delay,5.712257, delay
curie,6700000000,False,I knew a streetwalker who was so exclusive she had an unlisted telephone booth.,J,-7.428081,1, booth,7.428081, booth
curie,6700000000,False,I knew a streetwalker who was so exclusive she had an unlisted telephone line.,S,-5.929089,1, line,5.929089, line
curie,6700000000,False,I know one couple who got divorced and had to leave the house to the attorney.,J,-7.359646,1, attorney,7.359646, attorney
curie,6700000000,False,I know one couple who got divorced and had to leave the house to the daughter.,S,-5.4942303,1, daughter,5.4942303, daughter
curie,6700000000,False,"I still miss my ex-wife, but I am improving my aim.",J,-9.412697,1, aim,9.412697, aim
curie,6700000000,False,"I still miss my ex-wife, but I am improving my ego.",S,-9.264852,1, ego,9.264852, ego
curie,6700000000,False,I went to a place that serves breakfast any time and ordered French toast in the nighttime.,S,-11.88565,1, nighttime,11.88565, nighttime
curie,6700000000,False,I went to a place that serves breakfast any time and ordered French toast in the Renaissance.,J,-12.77351,1, Renaissance,12.77351, Renaissance
curie,6700000000,False,"I've got Parkinson's disease, and he's got gout.",S,-7.725809600000001,2, gout,7.725809600000001, gout
curie,6700000000,False,"I've got Parkinson's disease, and he's got mine.",J,-7.399528,1, mine,7.399528, mine
curie,6700000000,False,"If there's one thing that counts in business, it's bookkeepers.",J,-13.126061,2, bookkeepers,13.126061, bookkeepers
curie,6700000000,False,"If there's one thing that counts in business, it's resources.",S,-7.831041,1, resources,7.831041, resources
curie,6700000000,False,"If you're filthy rich, sending your kids to college is a wonderful cleaner.",J,-16.848877,1, cleaner,16.848877, cleaner
curie,6700000000,False,"If you're filthy rich, sending your kids to college is a wonderful luxury.",S,-2.5943596,1, luxury,2.5943596, luxury
curie,6700000000,False,In some marriages the bride is given away by the family.,S,-4.523279,1, family,4.523279, family
curie,6700000000,False,In some marriages the bride is given away by the press.,J,-12.763191,1, press,12.763191, press
curie,6700000000,False,"In the game of golf, nothing counts as much as your drives.",S,-5.2626357,1, drives,5.2626357, drives
curie,6700000000,False,"In the game of golf, nothing counts as much as your opponent.",J,-6.478909,1, opponent,6.478909, opponent
curie,6700000000,False,"In the U.S. the five cent piece is made of nickel, while pennies are mainly made of copper.",E,-0.097536094,1, copper,0.097536094, copper
curie,6700000000,False,"It was so hot at Playboy, the centerfold took off her bikini.",S,-2.782931,1, bikini,2.782931, bikini
curie,6700000000,False,"It was so hot at Playboy, the centerfold took off her staple.",J,-14.576272,1, staple,14.576272, staple
curie,6700000000,False,It was too hot to sleep in a bed so he strung up a mesh hammock.,E,-0.26933284846,2, hammock,0.26933284846, hammock
curie,6700000000,False,"It's always nicer to give than to receive, especially when it's your opinion.",J,-8.504007,1, opinion,8.504007, opinion
curie,6700000000,False,"It's always nicer to give than to receive, especially when it's your parents.",S,-5.3456464,1, parents,5.3456464, parents
curie,6700000000,False,It's extraordinary what fine poker hand you get when you're playing bridge.,J,-6.6973557,1, bridge,6.6973557, bridge
curie,6700000000,False,It's extraordinary what fine poker hand you get when you're playing stud.,S,-7.498952,1, stud,7.498952, stud
